id,Churn,genero,tiene +60,posee_pareja,posee_dependientes,tiempo_contrato,servicio_telefono,multiples_lineas,tipo_internet,seguridad_online,backup_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,tipo_contrato,factura_digital,metodo_pago,valor_mensal,total_cobrado
4817-QRJSX,Sí,Femenino,0,No,No,10,Sí,Sí,Fiber optic,No,Sí,No,No,No,No,Mensual,Yes,Tarjeta de crédito (automático),81.0,818.05
4817-VYYWS,Sí,Femenino,0,No,No,30,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,100.2,2983.8
4818-DRBQT,Sí,Masculino,0,Sí,No,29,Sí,Sí,Fiber optic,No,Sí,No,No,No,No,Mensual,Yes,Transferencia bancaria (automática),80.15,2265.25
4818-QIUFN,Sí,Femenino,1,No,No,20,Sí,Sí,Fiber optic,Sí,No,No,No,No,No,Mensual,Yes,Cheque electrónico,79.15,1520.9
4819-HJPIW,No,Masculino,0,No,No,18,No,Sin servicio de teléfono,DSL,No,No,No,No,No,No,Mensual,No,Cheque enviado por correo,25.15,476.8
4821-SJHJV,No,Femenino,0,Sí,Sí,32,Sí,Sí,Fiber optic,Sí,No,No,No,Sí,No,Mensual,No,Cheque electrónico,89.6,2901.8
4821-WQOYN,No,Femenino,0,Sí,Sí,72,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Tarjeta de crédito (automático),20.1,1326.25
4822-LPTYJ,No,Masculino,0,Sí,No,72,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Bienal,Yes,Transferencia bancaria (automática),103.75,7346.2
4822-NGOCH,Sí,Femenino,0,No,No,13,Sí,Sí,Fiber optic,No,Sí,Sí,No,No,No,Mensual,Yes,Cheque electrónico,84.45,1058.6
4822-RVYBB,Sí,Masculino,1,No,No,8,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque electrónico,100.6,819.4
4822-YCXMX,Sí,Masculino,0,No,No,25,Sí,Sí,Fiber optic,No,No,No,No,No,Sí,Mensual,Yes,Cheque electrónico,84.8,2043.45
4824-GUCBY,No,Femenino,1,No,No,22,Sí,No,Fiber optic,Sí,Sí,No,No,No,No,Mensual,No,Cheque electrónico,81.7,1820.9
4825-FUREZ,No,Masculino,0,Sí,No,42,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque electrónico,20.25,835.5
4825-XJGDM,No,Femenino,0,No,No,61,No,Sin servicio de teléfono,DSL,Sí,Sí,Sí,Sí,No,No,Anual,No,Tarjeta de crédito (automático),43.7,2696.55
4826-DXMUP,No,Masculino,0,No,Sí,35,Sí,No,DSL,No,No,No,Sí,Sí,Sí,Anual,Yes,Cheque enviado por correo,72.1,2495.15
4826-TZEVA,No,Femenino,0,No,No,40,Sí,No,Fiber optic,No,Sí,No,No,No,No,Mensual,No,Tarjeta de crédito (automático),74.8,2971.7
4826-XTSOH,Sí,Masculino,1,Sí,No,1,Sí,Sí,Fiber optic,No,No,No,No,Sí,No,Mensual,Yes,Cheque electrónico,86.05,86.05
4827-DPADN,No,Femenino,0,Sí,Sí,72,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia bancaria (automática),83.3,6042.7
4827-LTQRJ,No,Femenino,1,Sí,Sí,66,Sí,Sí,Fiber optic,Sí,Sí,No,Sí,Sí,Sí,Anual,Yes,Tarjeta de crédito (automático),110.6,7210.85
4827-USJHP,No,Masculino,0,No,No,20,Sí,No,DSL,No,Sí,No,No,No,No,Mensual,Yes,Cheque enviado por correo,51.8,1023.85
4828-FAZPK,No,Femenino,0,Sí,Sí,16,Sí,Sí,Fiber optic,No,Sí,No,No,No,No,Mensual,Yes,Tarjeta de crédito (automático),79.95,1267.95
4829-AUOAX,Sí,Femenino,0,No,No,46,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Mensual,No,Transferencia bancaria (automática),96.05,4399.5
4829-ZLJTK,No,Femenino,1,Sí,No,72,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,Sí,Sí,Bienal,Yes,Cheque electrónico,112.4,8046.85
4830-FAXFM,No,Masculino,0,No,Sí,19,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Yes,Tarjeta de crédito (automático),24.1,439.2
4831-EOBFE,Sí,Masculino,0,Sí,Sí,29,Sí,No,Fiber optic,Sí,No,No,No,Sí,Sí,Mensual,No,Tarjeta de crédito (automático),94.65,2649.15
4832-VRBMR,No,Masculino,1,Sí,No,65,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Anual,Yes,Transferencia bancaria (automática),103.15,6792.45
4833-QTJNO,No,Masculino,1,Sí,No,67,Sí,Sí,Fiber optic,Sí,Sí,No,No,No,No,Mensual,No,Transferencia bancaria (automática),83.85,5588.8
4835-YSJMR,No,Masculino,0,No,No,39,Sí,No,DSL,No,No,No,Sí,No,No,Bienal,Yes,Transferencia bancaria (automática),49.8,1971.15
4836-WNFNO,No,Femenino,0,Sí,No,72,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),25.0,1849.2
4837-PZTIC,No,Femenino,0,No,No,47,No,Sin servicio de teléfono,DSL,Sí,No,Sí,Sí,No,No,Bienal,No,Cheque enviado por correo,41.9,1875.25
4837-QUSFT,No,Femenino,0,Sí,No,65,Sí,Sí,Fiber optic,Sí,Sí,No,Sí,Sí,No,Anual,Yes,Transferencia bancaria (automática),100.15,6643.5
4840-ORQXB,No,Femenino,1,No,No,56,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Mensual,No,Cheque electrónico,104.75,5841.35
4844-JJWUY,Sí,Femenino,1,No,No,1,Sí,No,Fiber optic,No,Sí,No,No,No,Sí,Mensual,Yes,Cheque electrónico,86.0,86.0
4846-WHAFZ,Sí,Femenino,1,Sí,No,37,Sí,Sí,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,76.5,2868.15
4847-QNOKA,Sí,Femenino,0,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,Yes,Transferencia bancaria (automática),44.9,44.9
4847-TAJYI,No,Femenino,1,No,No,6,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,89.35,567.8
4849-PYRLQ,No,Femenino,1,No,No,56,Sí,Sí,DSL,Sí,No,Sí,Sí,No,Sí,Bienal,No,Transferencia bancaria (automática),73.25,4054.2
4851-BQDNX,No,Masculino,0,Sí,Sí,40,Sí,No,Fiber optic,No,No,Sí,No,Sí,No,Anual,Yes,Cheque electrónico,85.05,3355.65
4853-OITSN,No,Masculino,0,Sí,No,5,Sí,Sí,Fiber optic,Sí,No,No,No,No,Sí,Mensual,Yes,Cheque electrónico,89.15,413.25
4853-RULSV,Sí,Masculino,0,No,No,70,Sí,Sí,Fiber optic,Sí,No,No,Sí,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),104.0,7250.15
4854-CIDCF,No,Femenino,1,No,No,3,Sí,No,Fiber optic,No,No,Sí,No,No,No,Mensual,No,Cheque electrónico,73.85,196.4
4854-SSLTN,No,Masculino,0,Sí,Sí,2,Sí,No,DSL,Sí,Sí,No,Sí,No,No,Bienal,No,Cheque enviado por correo,59.5,130.5
4855-SNKMY,Sí,Femenino,0,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,44.1,44.1
4859-ZSRDZ,No,Femenino,0,Sí,Sí,58,No,Sin servicio de teléfono,DSL,No,No,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),55.5,3166.9
4860-IJUDE,No,Masculino,0,No,No,13,Sí,No,Fiber optic,Sí,No,No,No,No,No,Mensual,Yes,Tarjeta de crédito (automático),73.75,956.65
4860-YZGZM,No,Masculino,0,No,No,10,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,20.0,185.4
4868-AADLV,No,Masculino,1,Sí,Sí,66,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Yes,Cheque electrónico,116.25,7862.25
4869-EPIUS,No,Masculino,0,Sí,No,56,Sí,No,Fiber optic,No,No,No,No,No,Sí,Anual,Yes,Cheque electrónico,80.9,4557.5
4871-JTKJF,Sí,Femenino,1,No,No,1,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,69.65,69.65
4872-JCVCA,No,Femenino,0,Sí,No,71,No,Sin servicio de teléfono,DSL,Sí,Sí,Sí,Sí,No,No,Bienal,Yes,Transferencia bancaria (automática),47.6,3377.8
4872-VXRIL,No,Masculino,0,No,No,56,Sí,Sí,DSL,Sí,Sí,No,Sí,No,No,Anual,Yes,Transferencia bancaria (automática),64.65,3665.55
4873-ILOLJ,Sí,Masculino,0,No,No,24,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,90.35,2238.5
4877-EVATK,Sí,Masculino,0,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.0,20.0
4877-TSOFF,No,Femenino,0,Sí,Sí,55,Sí,Sí,DSL,Sí,Sí,No,Sí,No,Sí,Anual,Yes,Transferencia bancaria (automática),75.75,4264.25
4878-BUNFV,No,Masculino,0,Sí,Sí,42,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,20.7,828.85
4879-GZLFH,No,Femenino,0,Sí,Sí,42,Sí,No,Fiber optic,No,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque electrónico,92.15,3875.4
4881-GQJTW,No,Masculino,0,No,No,14,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),19.6,300.4
4881-JVQOD,No,Masculino,1,Sí,Sí,10,No,Sin servicio de teléfono,DSL,No,No,No,No,No,Sí,Mensual,Yes,Transferencia bancaria (automática),34.55,362.6
4883-KCPZJ,No,Femenino,0,Sí,Sí,22,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),25.25,555.4
4883-QICIH,Sí,Masculino,0,Sí,Sí,32,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Transferencia bancaria (automática),69.75,2347.9
4884-LEVMQ,No,Masculino,0,Sí,No,39,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Transferencia bancaria (automática),20.45,790.0
4884-TVUQF,No,Femenino,1,No,No,57,Sí,Sí,Fiber optic,Sí,No,Sí,Sí,No,Sí,Bienal,No,Tarjeta de crédito (automático),101.3,5779.6
4884-ZTHVF,No,Femenino,1,No,No,8,Sí,No,Fiber optic,No,Sí,No,No,Sí,No,Mensual,Yes,Cheque electrónico,87.1,713.6
4890-VMUAV,No,Masculino,0,No,No,63,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,No,Anual,No,Cheque electrónico,71.5,4576.3
4891-NLUBA,No,Femenino,0,Sí,Sí,61,No,Sin servicio de teléfono,DSL,No,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia bancaria (automática),61.45,3751.15
4892-VLANZ,Sí,Masculino,0,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.8,19.8
4893-GYUJU,No,Femenino,0,No,No,50,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Yes,Cheque enviado por correo,19.35,1033.0
4895-TMWIR,Sí,Masculino,1,Sí,No,11,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.95,214.75
4896-CPRPF,No,Masculino,0,Sí,Sí,35,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),25.45,809.25
4897-QSUYC,Sí,Femenino,0,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Yes,Cheque enviado por correo,20.15,20.15
4900-MSOMT,No,Femenino,0,Sí,Sí,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,No,Bienal,No,Transferencia bancaria (automática),80.2,5714.2
4902-OHLSK,Sí,Femenino,1,No,No,29,Sí,Sí,Fiber optic,No,No,No,Sí,Sí,Sí,Mensual,No,Cheque electrónico,98.65,2862.75
4903-CNOZC,No,Masculino,0,No,No,29,Sí,Sí,DSL,No,Sí,Sí,No,No,Sí,Anual,No,Tarjeta de crédito (automático),70.9,1964.6
4903-UYAVB,Sí,Masculino,0,Sí,No,5,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.35,126.05
4905-JEFDW,Sí,Masculino,0,No,No,11,No,Sin servicio de teléfono,DSL,No,No,Sí,No,Sí,No,Anual,Yes,Cheque electrónico,41.6,470.6
4906-ZHGPK,No,Masculino,0,Sí,Sí,54,Sí,Sí,DSL,No,Sí,No,Sí,Sí,No,Anual,Yes,Cheque electrónico,70.7,3770.0
4908-XAXAY,No,Femenino,1,No,No,49,Sí,No,Fiber optic,No,Sí,Sí,No,No,Sí,Anual,Yes,Transferencia bancaria (automática),89.85,4287.2
4909-JOUPP,No,Masculino,1,Sí,No,72,Sí,Sí,Fiber optic,No,Sí,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta de crédito (automático),109.7,7898.45
4910-AQFFX,Sí,Masculino,0,Sí,Sí,9,Sí,Sí,Fiber optic,No,No,Sí,No,No,No,Mensual,Yes,Transferencia bancaria (automática),79.35,661.25
4910-GMJOT,Sí,Femenino,0,No,No,1,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,94.6,94.6
4911-BANWH,Sí,Femenino,0,No,Sí,31,Sí,Sí,Fiber optic,No,No,No,No,Sí,No,Mensual,Yes,Tarjeta de crédito (automático),86.55,2697.4
4912-PIGUY,No,Femenino,0,No,No,1,Sí,Sí,Fiber optic,No,No,No,No,Sí,No,Mensual,Yes,Cheque electrónico,84.6,84.6
4913-EHYUI,Sí,Masculino,1,Sí,Sí,56,Sí,Sí,Fiber optic,Sí,No,Sí,No,Sí,Sí,Anual,Yes,Transferencia bancaria (automática),104.55,5794.65
4915-BFSXL,No,Masculino,0,Sí,Sí,70,Sí,Sí,DSL,Sí,No,Sí,No,Sí,No,Bienal,No,Tarjeta de crédito (automático),68.95,4858.7
4918-FYJNT,No,Femenino,1,Sí,No,55,Sí,Sí,Fiber optic,No,Sí,Sí,Sí,No,No,Mensual,No,Cheque electrónico,90.45,5044.8
4918-QLLIW,Sí,Masculino,0,No,No,3,Sí,No,DSL,No,No,No,No,Sí,No,Mensual,No,Tarjeta de crédito (automático),53.4,188.7
4919-IKATY,Sí,Masculino,0,Sí,Sí,5,Sí,Sí,Fiber optic,Sí,No,Sí,No,No,No,Mensual,Yes,Cheque electrónico,84.5,453.75
4919-MOAVT,Sí,Masculino,0,No,Sí,3,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,No,Cheque electrónico,69.65,220.1
4922-CVPDX,No,Femenino,0,Sí,No,26,Sí,No,DSL,No,Sí,Sí,No,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),73.5,1905.7
4923-ADWXJ,No,Femenino,0,No,No,25,Sí,No,DSL,No,Sí,No,Sí,No,Sí,Mensual,Yes,Transferencia bancaria (automática),65.8,1679.65
4925-LMHOK,Sí,Masculino,0,No,No,15,Sí,Sí,DSL,No,Sí,No,Sí,No,No,Mensual,Yes,Tarjeta de crédito (automático),58.6,939.7
4926-UMJZD,No,Femenino,0,Sí,No,31,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,Yes,Cheque enviado por correo,49.2,1498.55
4927-WWOOZ,No,Masculino,0,Sí,No,2,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,No,Mensual,Yes,Cheque electrónico,91.45,171.45
4929-BSTRX,Sí,Femenino,0,No,No,1,Sí,No,DSL,No,No,No,No,Sí,No,Mensual,Yes,Cheque enviado por correo,53.55,53.55
4929-ROART,No,Masculino,0,No,No,18,Sí,Sí,DSL,Sí,No,No,No,No,No,Mensual,No,Cheque enviado por correo,56.25,969.85
4929-XIHVW,No,Masculino,1,Sí,No,2,Sí,No,Fiber optic,No,No,Sí,No,Sí,Sí,Mensual,Yes,Tarjeta de crédito (automático),95.5,181.65
4931-TRZWN,No,Femenino,0,No,No,13,Sí,No,DSL,Sí,No,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,71.95,923.85
4933-BSAIP,No,Femenino,0,Sí,No,40,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.1,780.1
4933-IKULF,No,Femenino,1,No,No,17,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,20.65,330.6
4936-YPJNK,No,Femenino,0,No,No,10,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Yes,Cheque enviado por correo,19.9,199.45
4937-QPZPO,No,Masculino,0,Sí,Sí,61,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Anual,Yes,Cheque electrónico,99.9,6241.35
4939-KYYPY,No,Masculino,0,No,No,27,Sí,Sí,DSL,No,No,Sí,Sí,No,No,Mensual,No,Cheque electrónico,59.45,1611.65
4940-KHCWD,No,Femenino,0,Sí,No,60,No,Sin servicio de teléfono,DSL,Sí,Sí,No,Sí,No,No,Bienal,No,Transferencia bancaria (automática),37.7,2288.7
4942-VZZOM,No,Masculino,0,Sí,No,64,Sí,Sí,DSL,Sí,No,No,No,Sí,No,Anual,Yes,Tarjeta de crédito (automático),66.15,4392.5
4945-RVMTE,No,Femenino,0,No,No,28,Sí,No,DSL,No,No,Sí,No,Sí,No,Mensual,Yes,Transferencia bancaria (automática),59.55,1646.45
4946-EDSEW,Sí,Femenino,0,Sí,Sí,11,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Yes,Cheque enviado por correo,19.25,180.3
4947-DSMXK,No,Masculino,0,Sí,Sí,34,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Mensual,Yes,Transferencia bancaria (automática),97.7,3410.0
4948-WBBKL,No,Femenino,1,No,No,36,Sí,Sí,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Transferencia bancaria (automática),74.9,2659.45
4950-BDEUX,No,Masculino,0,No,No,35,No,Sin servicio de teléfono,DSL,No,No,Sí,No,Sí,Sí,Mensual,No,Cheque electrónico,49.2,1701.65
4950-HKQTE,No,Femenino,0,No,No,22,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,26.25,605.9
4951-UKAAQ,Sí,Femenino,0,No,No,4,Sí,Sí,Fiber optic,No,Sí,No,No,No,Sí,Mensual,Yes,Cheque electrónico,88.95,355.2
4952-YSOGZ,Sí,Femenino,0,Sí,Sí,4,Sí,Sí,Fiber optic,No,No,No,No,No,Sí,Mensual,Yes,Cheque electrónico,85.95,381.3
4955-VCWBI,No,Femenino,0,Sí,Sí,43,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,20.0,817.95
4957-SREEC,No,Masculino,0,Sí,Sí,70,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),20.35,1458.1
4957-TIALW,No,Femenino,0,No,Sí,15,Sí,No,DSL,Sí,Sí,Sí,Sí,No,No,Anual,No,Tarjeta de crédito (automático),65.6,1010.0
4957-TREIR,No,Masculino,0,No,No,3,Sí,No,DSL,Sí,No,No,Sí,Sí,No,Mensual,Yes,Tarjeta de crédito (automático),64.4,195.65
4958-GZWIY,Sí,Masculino,0,Sí,Sí,7,Sí,No,DSL,No,No,Sí,No,No,No,Mensual,No,Cheque electrónico,48.7,340.25
4958-XCBDQ,Sí,Masculino,1,No,No,35,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque electrónico,101.4,3496.3
4959-JOSRX,Sí,Femenino,0,Sí,No,2,Sí,No,DSL,No,No,No,No,No,No,Mensual,Yes,Tarjeta de crédito (automático),44.6,80.55
4962-CHQPW,No,Masculino,0,No,Sí,29,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,19.85,535.05
4967-WPNCF,No,Masculino,0,No,No,72,No,Sin servicio de teléfono,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia bancaria (automática),63.7,4464.8
4971-PUYQO,Sí,Femenino,0,No,No,27,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque enviado por correo,94.55,2724.6
4973-MGTON,No,Femenino,0,Sí,No,71,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),84.4,5969.3
4973-RLZVI,No,Femenino,0,No,No,30,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,No,Anual,No,Tarjeta de crédito (automático),74.65,2308.6
4976-LNFVV,No,Masculino,1,Sí,No,19,No,Sin servicio de teléfono,DSL,No,Sí,Sí,No,No,No,Mensual,Yes,Tarjeta de crédito (automático),34.3,577.15
4979-HPRFL,No,Masculino,0,Sí,Sí,56,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),24.15,1402.25
4980-URKXC,No,Masculino,0,Sí,No,36,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Transferencia bancaria (automática),20.85,720.05
4981-FLTMF,No,Femenino,0,Sí,Sí,57,Sí,Sí,DSL,Sí,Sí,No,Sí,No,No,Mensual,No,Transferencia bancaria (automática),65.2,3687.85
4983-CCWMC,No,Masculino,0,No,No,3,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque enviado por correo,69.6,207.4
4983-CLMLV,No,Femenino,0,Sí,No,52,Sí,Sí,Fiber optic,No,Sí,No,Sí,Sí,Sí,Mensual,Yes,Tarjeta de crédito (automático),102.7,5138.1
4986-MXSFP,No,Femenino,0,No,No,2,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Yes,Cheque enviado por correo,20.0,40.9
4987-GQWPO,No,Masculino,0,No,No,17,No,Sin servicio de teléfono,DSL,No,No,No,No,No,No,Mensual,No,Tarjeta de crédito (automático),25.1,382.8
4988-IQIGL,Sí,Masculino,1,No,No,1,Sí,Sí,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,75.35,75.35
4989-LIXVT,No,Masculino,1,No,No,68,Sí,Sí,Fiber optic,No,Sí,Sí,No,No,Sí,Mensual,Yes,Cheque electrónico,95.9,6503.2
4990-ALDGW,No,Masculino,0,No,No,57,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,20.75,1118.8
4992-LTJNE,No,Masculino,0,Sí,Sí,72,Sí,Sí,DSL,Sí,No,No,No,No,No,Bienal,No,Transferencia bancaria (automática),55.3,3983.6
4993-JCRGJ,No,Masculino,0,No,No,26,Sí,Sí,Fiber optic,No,No,Sí,Sí,No,No,Mensual,Yes,Cheque enviado por correo,84.3,2281.6
4994-OBRSZ,No,Masculino,0,No,Sí,14,Sí,No,DSL,Sí,Sí,Sí,Sí,No,Sí,Bienal,No,Transferencia bancaria (automática),76.1,1054.8
4998-IKFSE,No,Femenino,0,No,No,30,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Mensual,No,Cheque electrónico,100.45,3096.9
4999-IEZLT,No,Masculino,0,No,No,66,No,Sin servicio de teléfono,DSL,No,No,No,Sí,No,No,Anual,No,Tarjeta de crédito (automático),29.45,1983.15
5002-GCQFH,No,Masculino,0,Sí,No,49,Sí,Sí,Fiber optic,Sí,Sí,No,No,Sí,No,Mensual,Yes,Transferencia bancaria (automática),93.85,4733.1
5003-OKNNK,No,Femenino,0,Sí,Sí,15,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de crédito (automático),20.35,335.95
5003-XZWWO,No,Masculino,0,Sí,No,71,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta de crédito (automático),84.2,5956.85
5006-MXVRN,No,Femenino,0,No,No,39,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),20.7,762.45
5010-IPEAQ,No,Femenino,0,Sí,Sí,67,No,Sin servicio de teléfono,DSL,Sí,Sí,Sí,Sí,Sí,No,Bienal,No,Tarjeta de crédito (automático),54.2,3623.95
5012-YSPJJ,No,Masculino,0,Sí,Sí,31,Sí,No,DSL,No,No,Sí,Sí,No,No,Mensual,No,Cheque enviado por correo,54.35,1647.0
5013-SBUIH,Sí,Femenino,0,No,No,50,Sí,Sí,Fiber optic,Sí,Sí,No,Sí,Sí,Sí,Bienal,Yes,Cheque electrónico,109.65,5551.15
5014-GSOUQ,No,Masculino,0,No,No,13,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.95,243.65
5014-WUQMG,No,Masculino,0,Sí,Sí,47,Sí,No,Fiber optic,Sí,Sí,Sí,No,No,Sí,Anual,Yes,Cheque electrónico,96.1,4391.45
